place_id,place_type,place_name,category_name,address_name,road_address_name,longitude,latitude,snapshot_date,source
1529152481,starbucks,스타벅스 용산아이파크몰6F점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 용산구 한강로3가 40-999,서울 용산구 한강대로23길 55,126.96435058321899,37.52890582156534,2026-09-18,Kakao Local keyword search
15376650,starbucks,스타벅스 본사,"서비스,산업 > 기업",서울 강남구 역삼동 676,서울 강남구 테헤란로 231,127.04146067379646,37.50365239823713,2026-09-18,Kakao Local keyword search
1544612714,starbucks,스타벅스 망우동점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 중랑구 망우동 488-5,서울 중랑구 망우로 407,127.097539317528,37.5995081063593,2026-09-18,Kakao Local keyword search
1556437677,starbucks,스타벅스 잠실래미안아이파크점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 송파구 신천동 20-4,서울 송파구 올림픽로35길 45,127.109255562696,37.5191920131049,2026-09-18,Kakao Local keyword search
1572099327,starbucks,스타벅스 서강광흥창역점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 마포구 창전동 130,서울 마포구 서강로 69,126.931657893743,37.5493756625598,2026-09-18,Kakao Local keyword search
1578489574,starbucks,스타벅스 반포원베일리점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 서초구 반포동,서울 서초구 반포대로 291,126.99902736919724,37.50463005305811,2026-09-18,Kakao Local keyword search
1583585647,starbucks,스타벅스 미아뉴타운점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 강북구 미아동 812-2,서울 강북구 삼양로 161,127.02114611983023,37.61834476046741,2026-09-18,Kakao Local keyword search
1591066580,starbucks,스타벅스 센트럴F1점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 서초구 반포동 19-3,서울 서초구 신반포로 176,127.004392702328,37.5051453504648,2026-09-18,Kakao Local keyword search
1600115108,starbucks,스타벅스 구리갈매역점,음식점 > 카페 > 커피전문점 > 스타벅스,경기 구리시 갈매동 596,경기 구리시 경춘북로 252,127.11615048363134,37.633840517048384,2026-09-18,Kakao Local keyword search
1609221649,starbucks,스타벅스 청량리역사점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 동대문구 전농동 588-1,서울 동대문구 왕산로 214,127.047808173856,37.5807944854701,2026-09-18,Kakao Local keyword search
1624256715,starbucks,스타벅스 압구정,음식점 > 카페 > 커피전문점 > 스타벅스,서울 강남구 신사동 609,서울 강남구 압구정로30길 17,127.029386438865,37.5262216594061,2026-09-18,Kakao Local keyword search
1626917734,starbucks,스타벅스 정부서울청사R점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 종로구 적선동 156,서울 종로구 새문안로5가길 28,126.973678184351,37.5746240156408,2026-09-18,Kakao Local keyword search
1648263805,starbucks,스타벅스 마포염리점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 마포구 염리동 168-9,서울 마포구 독막로 311,126.947676729406,37.5438769421546,2026-09-18,Kakao Local keyword search
1648494986,starbucks,스타벅스 연희DT점 주차장,"교통,수송 > 교통시설 > 주차장",서울 서대문구 연희동 87-7,서울 서대문구 연희로 144,126.933889209209,37.570189959612,2026-09-18,Kakao Local keyword search
165582609,starbucks,스타벅스 신당역사거리점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 중구 흥인동 86,서울 중구 다산로 258,127.01643051948,37.5658068639605,2026-09-18,Kakao Local keyword search
1664906329,starbucks,스타벅스 한남동R,음식점 > 카페 > 커피전문점 > 스타벅스,서울 용산구 한남동 36-7,서울 용산구 독서당로 94,127.010961214987,37.5348239645597,2026-09-18,Kakao Local keyword search
1669104295,starbucks,스타벅스 여의도교직원공제회점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 영등포구 여의도동 35-3,서울 영등포구 여의나루로 50,126.925587899874,37.5219149047931,2026-09-18,Kakao Local keyword search
