quarter,area_code,purpose,area_name,area_type_name,primary_admin_name,primary_district_name,ratio_08,ratio_14,ratio_19,minimum_period_ratio,mean_period_ratio,access_tier,purpose_store_count,purpose_sales_amount,purpose_time_fit_amount,purpose_store_share,purpose_sales_share,purpose_time_fit_share,store_count_percentile,store_share_percentile,sales_amount_percentile,sales_share_percentile,time_fit_percentile,purpose_supply_score,current_sales_signal,access_score,lagged_sales_signal,path_v0_score,purpose_rank
20254,3120094,식사,"신촌역(신촌역, 신촌로터리)",발달상권,신촌동,서대문구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,0.3912175648702594,exploration_25pct_all_periods,666.0,40762649985.0,23643286409.0,0.4250159540523293,0.4947127286844685,0.5800232913635485,99.49109414758269,84.47837150127226,97.83715012722645,59.796437659033074,31.93384223918575,94.23664122137404,71.85114503816793,6.755725190839694,71.31043256997455,87.35877862595419,17.0
20254,3120103,식사,홍대입구역(홍대),발달상권,서교동,마포구,0.3413173652694611,0.2604790419161676,0.3173652694610778,0.2604790419161676,0.3063872255489022,exploration_25pct_all_periods,926.0,80095573756.0,31662714155.0,0.42477064220183486,0.5813781569459474,0.39531165918676164,99.87277353689568,84.35114503816794,99.61832061068702,70.48346055979644,13.61323155216285,94.44020356234097,70.83333333333333,0.9033078880407124,70.48346055979646,87.25318066157762,18.0
20254,3130002,식사,세종마을음식문화거리(금천교시장),전통시장,사직동,종로구,0.7514970059880239,0.6916167664670658,0.7275449101796407,0.6916167664670658,0.7235528942115769,base_50pct_all_periods,113.0,14495806202.0,8959480987.0,0.601063829787234,0.8170858921248425,0.6180740044499113,86.1323155216285,98.47328244274809,92.36641221374046,87.78625954198473,40.966921119592875,90.45165394402035,78.37150127226464,40.979643765903305,79.07124681933841,87.03753180661576,19.0
20254,3120007,식사,북촌(안국역),발달상권,가회동,종로구,0.8383233532934131,0.8353293413173652,0.8413173652694611,0.8353293413173652,0.8383233532934131,core_80pct_all_periods,182.0,25243409708.0,16997874440.0,0.4026548672566372,0.6733237974166155,0.6733588939299721,92.36641221374046,81.67938931297711,95.54707379134861,78.7531806615776,61.32315521628499,88.6259541984733,82.79262086513995,52.62086513994911,83.07888040712467,86.9618320610687,20.0
20254,3120076,여가문화,수유역,발달상권,수유3동,강북구,0.6347305389221557,0.5479041916167665,0.5988023952095808,0.5479041916167665,0.593812375249501,base_50pct_all_periods,223.0,5136637274.0,2680561022.0,0.21545893719806763,0.05743716081287591,0.521851335613697,100.0,99.49109414758269,99.61832061068702,93.51145038167938,73.66412213740458,99.82188295165395,91.6030534351145,25.012722646310433,92.30279898218829,97.56615776081425,1.0
20254,3120229,여가문화,방이동먹자골목,발달상권,방이2동,송파구,0.5269461077844312,0.5149700598802395,0.5568862275449101,0.5149700598802395,0.5329341317365269,base_50pct_all_periods,103.0,3901241704.0,2173095850.0,0.1619496855345912,0.061727581681997844,0.5570267147949057,98.60050890585241,96.56488549618321,99.23664122137404,94.529262086514,78.62595419847328,97.88804071246818,92.90712468193384,20.368956743002546,91.69847328244273,96.03117048346054,2.0
20254,3120225,여가문화,잠실새내역(신천),발달상권,잠실본동,송파구,0.4790419161676646,0.4760479041916167,0.5269461077844312,0.4760479041916167,0.4940119760479042,exploration_25pct_all_periods,155.0,5681750307.0,3056515624.0,0.1297071129707113,0.05367804187311166,0.5379531761954284,99.42748091603053,91.92111959287533,99.74554707379136,92.6208651399491,75.95419847328245,96.8002544529262,92.01653944020356,17.31552162849873,93.1615776081425,95.70865139949107,3.0
20254,3120055,여가문화,군자역,발달상권,군자동,광진구,0.9880239520958084,0.9461077844311376,0.9760479041916168,0.9461077844311376,0.9700598802395208,core_80pct_all_periods,92.0,1928154928.0,1188294722.0,0.13031161473087818,0.040325351960029815,0.6162859139294226,98.09160305343512,92.1119592875318,96.81933842239185,88.54961832061069,87.1501272264631,95.99872773536896,92.33460559796437,66.29770992366413,92.43002544529261,94.92811704834605,4.0
20254,3120246,여가문화,길동역,발달상권,길동,강동구,0.6706586826347305,0.6646706586826348,0.6916167664670658,0.6646706586826348,0.6756487025948102,base_50pct_all_periods,99.0,1994597586.0,997558603.0,0.14887218045112782,0.04857042612785449,0.500130256850717,98.2824427480916,95.16539440203562,96.94656488549617,91.0941475826972,70.10178117048346,97.19147582697201,88.77226463104324,38.81679389312977,88.7086513994911,94.64662849872772,5.0
20254,3120072,여가문화,성신여대,발달상권,동선동,성북구,0.7604790419161677,0.7365269461077845,0.7574850299401198,0.7365269461077845,0.7514970059880239,base_50pct_all_periods,99.0,4535828783.0,2167694943.0,0.11715976331360947,0.0988408214996403,0.47790493131583445,98.2824427480916,89.56743002544529,99.36386768447836,97.32824427480917,66.92111959287533,95.23218829516539,90.74427480916032,45.11450381679389,93.19338422391857,94.62054707379133,6.0
20254,3120069,여가문화,상봉역,발달상권,상봉2동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,72.0,1741642384.0,872327959.0,0.1366223908918406,0.04820739783884784,0.5008651414399662,97.58269720101781,93.89312977099237,96.56488549618321,90.96692111959288,70.35623409669212,96.29134860050891,88.61323155216286,95.55979643765903,90.17175572519085,94.45547073791349,7.0
20254,3120056,여가문화,구의역,발달상권,구의1동,광진구,0.9161676646706588,0.9041916167664672,0.9161676646706588,0.9041916167664672,0.9121756487025948,core_80pct_all_periods,84.0,798356633.0,453932139.0,0.1822125813449024,0.0293119480506426,0.568583162257011,97.96437659033079,98.72773536895674,92.6208651399491,84.47837150127226,80.6615776081425,98.23155216284988,87.59541984732823,59.42748091603054,83.36513994910942,93.77162849872774,8.0
20254,3120053,여가문화,건대입구역(건대),발달상권,화양동,광진구,0.994011976047904,0.9820359281437124,0.9910179640718564,0.9820359281437124,0.9890219560878244,core_80pct_all_periods,137.0,2067429170.0,1148649152.0,0.10864393338620143,0.031204151065297395,0.5555929889486855,98.9821882951654,86.1323155216285,97.07379134860051,85.1145038167939,78.49872773536896,94.48473282442748,89.44020356234097,76.73027989821884,89.85368956743002,93.09541984732824,9.0
20254,3110431,여가문화,상계역,골목상권,중계4동,노원구,0.6167664670658682,0.5329341317365269,0.6017964071856288,0.5329341317365269,0.5838323353293413,base_50pct_all_periods,44.0,1049636877.0,537203679.0,0.15331010452961671,0.07121757240533834,0.5117995477973284,93.8295165394402,95.92875318066157,94.27480916030534,95.29262086513995,71.62849872773536,94.56424936386769,88.86768447837149,21.641221374045802,89.66284987277355,93.09382951653944,10.0
20254,3130139,여가문화,강북종합전통시장(강북종합골목시장),전통시장,수유3동,강북구,0.6347305389221557,0.5479041916167665,0.5988023952095808,0.5479041916167665,0.593812375249501,base_50pct_all_periods,46.0,862319380.0,368530982.0,0.18181818181818182,0.05874970810361431,0.4273717958188531,94.3384223918575,98.60050890585241,93.00254452926208,93.76590330788804,62.468193384223916,95.83015267175571,85.55979643765903,25.012722646310433,85.49618320610688,92.72996183206105,11.0
20254,3120244,여가문화,암사역,발달상권,암사2동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,0.4810379241516966,exploration_25pct_all_periods,38.0,673897054.0,410764886.0,0.14901960784313725,0.03489230422329643,0.6095365509640587,92.74809160305344,95.41984732824427,91.0941475826972,86.00508905852418,86.38676844783714,93.68320610687023,88.64503816793894,12.735368956743,90.0763358778626,92.60114503816793,12.0
20254,3120094,여가문화,"신촌역(신촌역, 신촌로터리)",발달상권,신촌동,서대문구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,0.3912175648702594,exploration_25pct_all_periods,176.0,1879632907.0,907482916.0,0.11231652839821314,0.02281201847007665,0.48279795092989397,99.87277353689568,88.29516539440203,96.69211195928753,80.1526717557252,67.55725190839695,95.8206106870229,85.2735368956743,6.755725190839694,85.01908396946564,92.58015267175571,13.0
20254,3120059,여가문화,구삼강변맛길,발달상권,구의3동,광진구,0.9161676646706588,0.9041916167664672,0.9161676646706588,0.9041916167664672,0.9121756487025948,core_80pct_all_periods,38.0,1123352519.0,583466760.0,0.13970588235294118,0.05479898233826657,0.5193977403632812,92.74809160305344,94.27480916030534,95.0381679389313,92.74809160305344,73.15521628498728,93.2824427480916,88.99491094147582,59.42748091603054,90.90330788804071,92.56870229007633,14.0
20254,3110313,여가문화,안암역 3번,골목상권,안암동,성북구,0.9131736526946108,0.9251497005988024,0.937125748502994,0.9131736526946108,0.9251497005988024,core_80pct_all_periods,36.0,580458659.0,335668285.0,0.16822429906542055,0.049525529244646725,0.5782811226871541,91.85750636132316,97.70992366412213,89.94910941475827,91.6030534351145,82.1882951653944,93.9058524173028,88.42239185750635,60.95419847328244,88.29516539440205,92.22264631043257,15.0
20254,3120081,여가문화,노원역,발달상권,상계2동,노원구,0.844311377245509,0.8023952095808383,0.8203592814371258,0.8023952095808383,0.8223552894211577,core_80pct_all_periods,168.0,3395971738.0,1643450274.0,0.0967741935483871,0.03735675194983185,0.4839410927983406,99.74554707379136,81.29770992366412,99.10941475826972,87.40458015267176,67.68447837150127,93.28880407124683,88.32697201017811,50.012722646310436,89.12213740458016,92.03880407124682,16.0
20254,3120057,여가문화,아차산역,발달상권,구의2동,광진구,0.9311377245508982,0.8802395209580839,0.9101796407185628,0.8802395209580839,0.907185628742515,core_80pct_all_periods,46.0,1126811273.0,666274795.0,0.1220159151193634,0.05291691677936695,0.5912922695795572,94.3384223918575,90.71246819338423,95.16539440203562,92.36641221374046,83.84223918575063,93.06933842239185,91.63486005089058,57.45547073791349,89.5674300254453,92.0187659033079,17.0
20254,3120067,여가문화,장안동사거리,발달상권,장안2동,동대문구,0.9910179640718564,0.9880239520958084,0.997005988023952,0.9880239520958084,0.9920159680638724,core_80pct_all_periods,79.0,1265672693.0,617998172.0,0.10957004160887657,0.02273954463873281,0.4882764520542595,97.83715012722645,86.89567430025446,95.54707379134861,80.02544529262087,68.06615776081425,94.00763358778626,84.79643765903307,82.39185750636132,86.73664122137404,91.82633587786259,18.0
20254,3130069,여가문화,"한양대앞상점가(한양시장, 왕십리맛골목)",전통시장,사근동,성동구,0.997005988023952,0.9670658682634732,0.9880239520958084,0.9670658682634732,0.9840319361277444,core_80pct_all_periods,29.0,3054432075.0,1583966426.0,0.1638418079096045,0.26862578547814264,0.5185796858815399,88.61323155216286,97.32824427480917,98.72773536895674,99.49109414758269,72.90076335877863,91.66348600508907,92.4618320610687,70.81424936386769,92.01653944020356,91.76940203562341,19.0
20254,3120245,여가문화,둔촌역,발달상권,성내3동,강동구,0.5538922155688623,0.5419161676646707,0.5748502994011976,0.5419161676646707,0.5568862275449101,base_50pct_all_periods,65.0,866786281.0,524566146.0,0.1092436974789916,0.022020322973908133,0.6051851044467558,97.20101781170484,86.76844783715013,93.12977099236642,79.64376590330788,86.00508905852418,93.54961832061069,87.97709923664122,23.80407124681934,87.08651399491093,91.61068702290076,20.0
20254,3120007,카페,북촌(안국역),발달상권,가회동,종로구,0.8383233532934131,0.8353293413173652,0.8413173652694611,0.8353293413173652,0.8383233532934131,core_80pct_all_periods,80.0,7293913408.0,5124183597.0,0.17699115044247787,0.1945523814219958,0.7025287126907444,98.09160305343512,97.96437659033079,98.34605597964376,95.54707379134861,83.84223918575063,98.04707379134861,94.02035623409668,52.62086513994911,92.970737913486,96.52417302798982,1.0
20254,3120002,카페,서촌(경복궁역),발달상권,사직동,종로구,0.7784431137724551,0.7574850299401198,0.7784431137724551,0.7574850299401198,0.7714570858283434,base_50pct_all_periods,77.0,5154910547.0,3541585034.0,0.15811088295687886,0.20544703591794353,0.6870313270636857,97.90076335877863,96.56488549618321,97.58269720101781,96.0559796437659,81.1704834605598,97.43320610687024,93.09796437659033,47.404580152671755,92.84351145038168,96.05629770992367,2.0
20254,3110008,카페,배화여자대학교(박노수미술관),골목상권,청운효자동,종로구,0.7514970059880239,0.6916167664670658,0.7275449101796407,0.6916167664670658,0.7235528942115769,base_50pct_all_periods,46.0,2059375263.0,1530382584.0,0.19008264462809918,0.4101883967982257,0.7431295361733206,94.91094147582697,98.47328244274809,94.0203562340967,97.96437659033079,89.82188295165395,96.15776081424937,93.95674300254453,40.979643765903305,92.2709923664122,94.9917302798982,3.0
20254,3120005,카페,삼청동,발달상권,삼청동,종로구,0.8143712574850299,0.7754491017964071,0.7964071856287425,0.7754491017964071,0.7954091816367265,base_50pct_all_periods,50.0,3589542048.0,2563558967.0,0.1362397820163488,0.20140657860915623,0.7141743801074426,95.48346055979644,93.00254452926208,96.56488549618321,95.92875318066157,85.75063613231552,94.61513994910942,93.70229007633588,48.93129770992367,94.59287531806616,94.60846055979644,4.0
20254,3120003,카페,광화문역,발달상권,사직동,종로구,0.9011976047904192,0.9131736526946108,0.934131736526946,0.9011976047904192,0.9161676646706588,core_80pct_all_periods,102.0,7864619596.0,5283483311.0,0.10472279260780287,0.1130221055757684,0.6718040518688553,99.10941475826972,86.25954198473282,99.10941475826972,90.07633587786259,78.2442748091603,94.61195928753182,91.63486005089058,58.66412213740458,92.8117048346056,94.07188295165395,5.0
20254,3120102,카페,서교동(홍대),발달상권,서교동,마포구,0.3233532934131736,0.2514970059880239,0.3053892215568862,0.2514970059880239,0.2934131736526946,exploration_25pct_all_periods,75.0,2653226721.0,1746187232.0,0.12479201331114809,0.09046655629624958,0.6581372101295071,97.45547073791349,91.22137404580153,95.41984732824427,87.53180661577609,73.79134860050891,95.27353689567431,88.04071246819339,0.2035623409669211,87.94529262086513,93.07506361323155,6.0
20254,3110566,카페,경의선책거리,골목상권,서교동,마포구,0.3383233532934132,0.2514970059880239,0.2994011976047904,0.2514970059880239,0.2964071856287424,exploration_25pct_all_periods,76.0,1835521525.0,1008437194.0,0.1648590021691974,0.1353207941395266,0.5494009088234473,97.64631043256998,97.45547073791349,93.00254452926208,92.49363867684478,45.5470737913486,97.57951653944019,81.0114503816794,0.2035623409669211,81.99745547073792,92.90489821882952,7.0
20254,3120026,카페,을지로입구역,발달상권,명동,중구,0.937125748502994,0.9610778443113772,0.9760479041916168,0.937125748502994,0.9580838323353292,core_80pct_all_periods,45.0,4967628879.0,3274234535.0,0.11029411764705882,0.112954595893084,0.6591141598442262,94.65648854961832,87.91348600508906,97.20101781170484,89.94910941475827,74.30025445292621,92.29643765903307,89.66284987277353,64.70737913486005,92.36641221374045,92.31743002544528,8.0
20254,3120021,카페,시청역_8번,발달상권,소공동,중구,0.8802395209580839,0.8712574850299402,0.907185628742515,0.8712574850299402,0.8862275449101796,core_80pct_all_periods,26.0,12261207348.0,8271494553.0,0.15294117647058825,0.4282538640395896,0.6746068570766984,89.18575063613231,96.18320610687023,99.87277353689568,98.21882951653944,78.7531806615776,91.63486005089058,94.1793893129771,56.37404580152672,92.17557251908397,91.7970737913486,9.0
20254,3120012,카페,대학로(혜화역),발달상권,혜화동,종로구,0.8682634730538922,0.8473053892215568,0.8892215568862275,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,84.0,7464812908.0,4190477767.0,0.10281517747858017,0.13043559742712219,0.5613640714972357,98.34605597964376,85.36895674300254,98.47328244274809,91.85750636132316,48.473282442748086,93.80407124681933,84.31933842239185,53.829516539440206,85.49618320610688,91.31170483460559,10.0
20254,3120103,카페,홍대입구역(홍대),발달상권,서교동,마포구,0.3413173652694611,0.2604790419161676,0.3173652694610778,0.2604790419161676,0.3063872255489022,exploration_25pct_all_periods,224.0,10784288686.0,5840315403.0,0.10275229357798166,0.07827835654613864,0.54155777659975,99.87277353689568,85.24173027989822,99.74554707379136,84.7328244274809,43.25699745547074,94.75190839694656,81.8702290076336,0.9033078880407124,83.2379134860051,91.29770992366412,11.0
20254,3110062,카페,한강로동땡땡거리(은행나무길),골목상권,한강로동,용산구,0.5688622754491018,0.4880239520958084,0.5389221556886228,0.4880239520958084,0.531936127744511,exploration_25pct_all_periods,41.0,530262410.0,386459683.0,0.16334661354581673,0.03872338241809089,0.7288083705575132,94.21119592875317,97.32824427480917,82.69720101781171,71.37404580152672,87.78625954198473,95.30216284987277,81.13867684478372,18.587786259541986,81.20229007633588,91.0722010178117,12.0
20254,3120051,카페,뚝섬역,발달상권,성수1가2동,성동구,0.9820359281437124,0.9790419161676648,0.9910179640718564,0.9790419161676648,0.9840319361277444,core_80pct_all_periods,60.0,3488504569.0,2389459420.0,0.09433962264150944,0.12773606214571884,0.6849523550100874,96.50127226463104,80.9796437659033,96.18320610687023,91.34860050890585,80.40712468193384,91.06870229007635,91.03053435114504,75.0763358778626,90.90330788804071,91.01908396946565,13.0
20254,3110069,카페,숙대입구,골목상권,청파동,용산구,0.6856287425149701,0.6467065868263473,0.6796407185628742,0.6467065868263473,0.6706586826347305,base_50pct_all_periods,39.0,2153838249.0,1339977401.0,0.1262135922330097,0.13454647058763736,0.6221346480508156,93.51145038167938,91.73027989821882,94.27480916030534,92.36641221374046,65.01272264631042,92.88804071246818,86.48218829516539,36.653944020356235,85.36895674300254,90.63231552162848,14.0
20254,3111013,카페,송파나루역 1번(송리단길),골목상권,송파1동,송파구,0.3023952095808383,0.2934131736526946,0.3083832335329341,0.2934131736526946,0.3013972055888223,exploration_25pct_all_periods,73.0,1107174624.0,617353986.0,0.15800865800865802,0.07789782312736822,0.5575940530226603,97.13740458015268,96.43765903307889,88.93129770992367,84.60559796437659,47.32824427480916,96.89249363867685,77.44910941475827,2.6844783715012723,75.47709923664121,90.46787531806615,15.0
20254,3120041,카페,신용산역(용산역),발달상권,한강로동,용산구,0.6976047904191617,0.5808383233532934,0.6646706586826348,0.5808383233532934,0.6477045908183633,base_50pct_all_periods,105.0,3075361470.0,1990618929.0,0.08522727272727272,0.0749425180809256,0.6472796607548055,99.30025445292621,75.57251908396947,95.80152671755725,83.84223918575063,71.62849872773536,90.99554707379134,86.76844783715012,29.27480916030534,88.13613231552162,90.13772264631042,16.0
20254,3110079,카페,후암동주민센터,골목상권,후암동,용산구,0.8173652694610778,0.7664670658682635,0.8083832335329342,0.7664670658682635,0.7974051896207586,base_50pct_all_periods,36.0,440836481.0,346755388.0,0.12857142857142856,0.0561701837721833,0.7865850557862519,92.8117048346056,91.85750636132316,80.78880407124683,78.2442748091603,93.25699745547074,92.47773536895676,83.26972010178118,47.849872773536894,83.30152671755725,89.7248727735369,17.0
20254,3120006,카페,종각역,발달상권,종로1·2·3·4가동,종로구,0.94311377245509,0.9640718562874252,0.9760479041916168,0.94311377245509,0.9610778443113772,core_80pct_all_periods,95.0,6520338710.0,3883156250.0,0.08581752484191509,0.06264040231907331,0.5955451737567786,98.9821882951654,75.95419847328245,97.96437659033079,80.27989821882952,56.74300254452926,90.92239185750637,83.23791348600508,65.40712468193384,85.71882951653944,89.36132315521628,18.0
20254,3120030,카페,중부경찰서(영화인의거리),발달상권,필동,중구,0.9311377245508982,0.937125748502994,0.9580838323353292,0.9311377245508982,0.942115768463074,core_80pct_all_periods,34.0,1781757628.0,1108292550.0,0.1059190031152648,0.14647525183216584,0.6220220598937714,91.85750636132316,86.76844783715013,92.74809160305344,93.51145038167938,64.8854961832061,90.0763358778626,85.97328244274809,64.13486005089058,86.9910941475827,89.15076335877863,19.0
20254,3110085,카페,경리단길남측,골목상권,이태원2동,용산구,0.9011976047904192,0.8622754491017964,0.9011976047904192,0.8622754491017964,0.8882235528942116,core_80pct_all_periods,32.0,707808078.0,481426971.0,0.12549019607843137,0.09351021229577133,0.6801659743137319,91.53944020356234,91.47582697201018,85.24173027989822,87.65903307888041,79.77099236641222,91.51717557251908,84.47837150127226,55.737913486005084,83.36513994910942,89.07156488549617,20.0
