area_code,time_slot,purpose,inflow_count,source_row_count,time_slot_inflow_total,purpose_share,source_period
3001492,morning,tourism,125.77476086273697,124,197829.0775647738,0.0006357748942217831,20260801-20260831
3001492,night,commute,860.5458734028606,124,9929.15862431136,0.08666855933752836,20260801-20260831
3001492,night,other,6294.932539443184,124,9929.15862431136,0.6339844872686553,20260801-20260831
3001492,night,return_home,2672.9408187472586,124,9929.15862431136,0.2692011397826411,20260801-20260831
3001492,night,school,33.167440608342744,89,9929.15862431136,0.003340407970432951,20260801-20260831
3001492,night,shopping,43.03886204564892,63,9929.15862431136,0.004334593058093469,20260801-20260831
3001492,night,tourism,24.533090064064485,101,9929.15862431136,0.002470812582648813,20260801-20260831
3001493,daytime,commute,10436.601671583963,124,75078.78974830026,0.13900865619401173,20260801-20260831
3001493,daytime,other,58454.34460541781,124,75078.78974830026,0.7785733467652385,20260801-20260831
3001493,daytime,return_home,4513.855725908416,124,75078.78974830026,0.06012158348637482,20260801-20260831
3001493,daytime,school,366.6532209942863,124,75078.78974830026,0.0048835792668406345,20260801-20260831
3001493,daytime,tourism,1307.3345243957817,78,75078.78974830026,0.017412834287534304,20260801-20260831
3001493,evening,commute,581.4086770701485,124,36197.20898314351,0.016062251576935166,20260801-20260831
3001493,evening,other,26383.037264816652,124,36197.20898314351,0.7288693798768527,20260801-20260831
3001493,evening,return_home,8359.554402435231,124,36197.20898314351,0.23094472301243307,20260801-20260831
3001493,evening,school,59.43106612774978,93,36197.20898314351,0.001641868746162886,20260801-20260831
3001493,evening,tourism,813.7775726937243,73,36197.20898314351,0.02248177678761609,20260801-20260831
3001493,morning,commute,25627.844733176742,124,42394.63500827991,0.6045067902618215,20260801-20260831
3001493,morning,other,13947.63702770769,124,42394.63500827991,0.3289953321920011,20260801-20260831
3001493,morning,return_home,1215.8835886591514,124,42394.63500827991,0.028680128710193695,20260801-20260831
3001493,morning,school,1231.7390471267827,123,42394.63500827991,0.02905412552522783,20260801-20260831
3001493,morning,tourism,371.53061160954496,65,42394.63500827991,0.008763623310755782,20260801-20260831
3001493,night,commute,332.7973312441886,124,11901.92667707438,0.027961635143092124,20260801-20260831
3001493,night,other,7640.401573442317,124,11901.92667707438,0.6419466176143852,20260801-20260831
3001493,night,return_home,3783.8672043910724,124,11901.92667707438,0.31792056085168113,20260801-20260831
3001493,night,school,34.10609084572264,66,11901.92667707438,0.002865594098425943,20260801-20260831
3001493,night,tourism,110.75447715107967,61,11901.92667707438,0.009305592292415659,20260801-20260831
3001494,daytime,commute,29634.567365609913,248,190932.68440983683,0.15520950463357724,20260801-20260831
3001494,daytime,other,155026.65797863982,248,190932.68440983683,0.8119440548265442,20260801-20260831
3001494,daytime,return_home,5063.238360079611,248,190932.68440983683,0.02651844746084109,20260801-20260831
3001494,daytime,school,577.4156626221452,228,190932.68440983683,0.003024184488930785,20260801-20260831
3001494,daytime,shopping,89.81673781649076,31,190932.68440983683,0.00047041049097544356,20260801-20260831
3001494,daytime,tourism,540.9883050688384,202,190932.68440983683,0.0028333980991311443,20260801-20260831
3001494,evening,commute,1125.5712932873496,248,83716.4631924168,0.013445041158753897,20260801-20260831
3001494,evening,other,74472.39345853921,248,83716.4631924168,0.8895788309566937,20260801-20260831
3001494,evening,return_home,7537.526122096347,248,83716.4631924168,0.09003636602243739,20260801-20260831
3001494,evening,school,204.29627318272878,173,83716.4631924168,0.0024403356925526963,20260801-20260831
3001494,evening,shopping,20.324306155667227,31,83716.4631924168,0.00024277549935373095,20260801-20260831
3001494,evening,tourism,356.3517391555134,197,83716.4631924168,0.004256650670208825,20260801-20260831
3001494,morning,commute,83388.40034727081,248,110573.71314448683,0.7541430777341,20260801-20260831
3001494,morning,other,24783.93952333567,248,110573.71314448683,0.22413952483399432,20260801-20260831
3001494,morning,return_home,1425.63612235191,248,110573.71314448683,0.01289308355313192,20260801-20260831
3001494,morning,school,865.4332283888839,237,110573.71314448683,0.007826753789646378,20260801-20260831
3001494,morning,shopping,6.620308805262693,31,110573.71314448683,5.9872356792540064e-05,20260801-20260831
3001494,morning,tourism,103.68361433429448,189,110573.71314448683,0.0009376877323348177,20260801-20260831
3001494,night,commute,523.2004036378609,248,12036.137885263912,0.04346912677682313,20260801-20260831
3001494,night,other,8293.162214683172,248,12036.137885263912,0.6890218684547191,20260801-20260831
3001494,night,return_home,3140.5201429039053,248,12036.137885263912,0.2609242410515177,20260801-20260831
3001494,night,school,38.410263968400734,144,12036.137885263912,0.0031912449271146353,20260801-20260831
3001494,night,shopping,0.12489389807920565,21,12036.137885263912,1.0376575880882503e-05,20260801-20260831
3001494,night,tourism,40.71996617249404,177,12036.137885263912,0.0033831422139445843,20260801-20260831
3001495,daytime,commute,96819.9044775259,248,1154267.450279486,0.08387995733058455,20260801-20260831
3001495,daytime,other,679063.5173208013,248,1154267.450279486,0.588306910288753,20260801-20260831
3001495,daytime,return_home,187124.883611493,248,1154267.450279486,0.1621157068634171,20260801-20260831
3001495,daytime,school,16801.84168749915,248,1154267.450279486,0.014556281287695389,20260801-20260831
