quarter,admin_code,dong_name,sales_amount,sales_count,store_count,similar_store_count,floating_population,sggnm,minimum_period_ratio,mean_period_ratio,log_sales,log_flow,log_stores,quarter_text,quarter_index,predicted_log_sales,predicted_sales,gap_log,gap_ratio,gap_z
20251,11140670,황학동,52156262310,1739067,1325,1413,5930183,중구,0.9790419161676648,0.9850299401197604,24.677510093849236,15.59556579916032,7.189922170745808,20251,0,24.859253352974154,62551331021.79359,-0.18174325912491796,0.8338153874268187,-0.23709383553361935
20251,11140680,중림동,28998330542,895313,642,708,1994734,중구,0.6077844311377245,0.6506986027944112,24.090504097793055,14.506021767402938,6.466144724237619,20251,0,24.17855735533665,31667518999.96769,-0.08805325754359572,0.9157121068445427,0.018985847791596535
20251,11170520,용산2가동,12944981489,738668,588,633,4654921,용산구,0.7335329341317365,0.7714570858283433,23.283974020253176,15.353435712376763,6.3784261836515865,20251,0,23.30196769350733,13180017495.284433,-0.017993673254153464,0.9821672462598381,0.21047731812916642
20251,11170530,남영동,63644623008,2319008,1188,1359,2035223,용산구,0.6856287425149701,0.7235528942115769,24.876580680910862,14.52611644451124,7.080867896690782,20251,0,25.037023306198865,74720722943.29443,-0.16044262528800246,0.8517666920366912,-0.17887354013903456
20251,11170560,원효로1동,101140032903,1374007,1574,1655,5005893,용산구,0.5359281437125748,0.5668662674650699,25.33977185792942,15.42612657615918,7.362010551259734,20251,0,25.108687741268508,80272083207.40889,0.231084116660913,1.259965219062174,0.8912731393292657
20251,11170625,한강로동,535654969178,4629715,4916,5255,5623799,용산구,0.5808383233532934,0.6477045908183633,27.006756076525978,15.542518149962632,8.50045386741194,20251,0,26.10628284125036,217678021259.5608,0.9004732352756193,2.4607673575793916,2.720891568435713
20251,11170650,이태원1동,67842662141,2531875,1570,1663,2450278,용산구,0.8233532934131736,0.8323353293413174,24.940457069140084,14.711712453588374,7.359467638255621,20251,0,25.185320290764626,86665376336.0746,-0.24486322162454144,0.7828116026164463,-0.40961747450883146
20251,11170685,한남동,82555985523,2013089,2285,2409,4489139,용산구,0.8622754491017964,0.8882235528942116,25.136742512545883,15.317171704624602,7.734558844354756,20251,0,24.973867205221413,70147584195.71452,0.16287530732446953,1.176889930987011,0.7048403289967209
20251,11200520,왕십리2동,12057803579,471290,546,603,4360022,성동구,0.8892215568862275,0.907185628742515,23.212977887280683,15.287987890540661,6.304448802421981,20251,0,23.336985117539005,13649723711.622358,-0.1240072302583215,0.8833734538328506,-0.07928591858337519
20251,11200535,왕십리도선동,36811047310,1069427,1786,1975,5508931,성동구,0.9790419161676648,0.9880239520958084,24.32906383573917,15.521881332940662,7.488293515159428,20251,0,24.82826605699642,60642757891.04391,-0.49920222125724933,0.607014730038135,-1.1047935806450104
20251,11200540,마장동,27125091058,950174,2275,2329,4981711,성동구,1.0,1.0,24.023725005815226,15.421284165024117,7.730174795246222,20251,0,24.652634432292153,50874844911.020645,-0.6289094264769268,0.5331729483488625,-1.4593178572704417
20251,11200550,사근동,32559216013,2680026,698,859,4007275,성동구,0.9670658682634732,0.9790419161676648,24.206326299596764,15.203622266707145,6.54965074223381,20251,0,24.68759708284098,52685024278.523186,-0.48127078324421646,0.6179975516547805,-1.055782193192343
20251,11200560,행당1동,40358248646,1408835,1100,1247,5881662,성동구,0.9670658682634732,0.9840319361277444,24.421061638204872,15.587350103017139,7.00397413672268,20251,0,24.440846776228284,41164693672.08828,-0.019785138023411974,0.9804093033580598,0.20558076862487593
20251,11200570,행당2동,5502515071,285210,504,574,4673750,성동구,0.9880239520958084,0.9920159680638724,22.428471110479723,15.35747251923439,6.22455842927536,20251,0,23.17494484469374,11607819985.452274,-0.7464737342140175,0.47403518299699116,-1.780652366690113
20251,11200580,응봉동,2404309679,112058,268,290,2725450,성동구,0.5868263473053892,0.6047904191616766,21.60052866395857,14.818144476972265,5.594711379601839,20251,0,21.760300292459615,2820839272.853575,-0.1597716285010442,0.8523384164911275,-0.17703952752492053
20251,11200590,금호1가동,5461011262,176445,424,464,3355320,성동구,0.940119760479042,0.9580838323353292,22.420899822557075,15.026058001903461,6.052089168924417,20251,0,22.839981895096173,8303823389.132707,-0.4190820725390978,0.657650217988364,-0.8858039129598763
20251,11200615,금호2·3가동,16636121588,705474,821,907,5938234,성동구,0.9850299401197604,0.9900199600798404,23.534842167588536,15.596922509137434,6.71174039505618,20251,0,23.798200719881798,21648472179.652023,-0.263358552293262,0.7684663125389853,-0.46017013050948335
20251,11200620,금호4가동,16444820346,589811,537,596,2812858,성동구,0.8233532934131736,0.8612774451097804,23.523276392052235,14.849711961793398,6.2878585601617845,20251,0,23.30048333343926,13160468116.364676,0.22279305861297516,1.2495619609116582,0.8686114733722637
20251,11200645,옥수동,11581455092,248299,816,903,2889064,성동구,0.7544910179640718,0.8063872255489022,23.172670956896727,14.87644347832992,6.705639094860003,20251,0,23.303785306820302,13203995455.279179,-0.13111434992357474,0.8771174703312655,-0.09871156617131686
20251,11200650,성수1가1동,18081989779,854980,1102,1181,3228521,성동구,0.7874251497005988,0.8083832335329341,23.618182240058463,14.987535005335493,7.005789019253503,20251,0,23.945625974365534,25087259744.605534,-0.32744373430707086,0.7207638444006678,-0.6353319710361957
20251,11200660,성수1가2동,70981479041,2097829,2063,2199,5572767,성동구,0.9640718562874252,0.9700598802395208,24.985684821394834,15.533402436401103,7.6324011266014535,20251,0,25.03169643102749,74323753222.21823,-0.04601160963265727,0.9550308745681173,0.13389684898480841
20251,11200690,성수2가3동,113327089861,6426104,3090,3302,5517020,성동구,0.9790419161676648,0.9830339321357288,25.45354407491809,15.523348598663855,8.036249942132116,20251,0,26.044873508006923,204712728311.81082,-0.5913294330888341,0.5535908333378489,-1.3566017440912423
20251,11200720,송정동,6794804704,279253,468,483,3154163,성동구,0.7245508982035929,0.7435129740518961,22.639424143150467,14.964234042616837,6.150602768446279,20251,0,22.91977202683778,8993536833.802671,-0.28034788368731256,0.7555208623220818,-0.5066064900981776
20251,11200790,용답동,30046961261,1625547,1171,1240,3245657,성동구,1.0,1.0,24.126027370085595,14.99282866106225,7.066466970136958,20251,0,24.39478614950152,39311626410.0445,-0.26875877941592563,0.7643276049581788,-0.474930386973516
20251,11215710,화양동,84563262065,4448328,2119,2468,8973121,광진구,0.9820359281437124,0.9890219560878244,25.160765754703775,16.009744222532355,7.659171367666058,20251,0,25.105764574625713,80037777156.08667,0.05500118007806165,1.0565418614773359,0.40999165914942215
20251,11215730,군자동,37819709541,1497044,1271,1422,6541558,광진구,0.9311377245508982,0.9540918163672656,24.356096220136656,15.693686074230467,7.148345743900068,20251,0,24.526123934694883,44829127596.91048,-0.17002771455822696,0.8436414351192159,-0.20507213746569258
20251,11215740,중곡1동,54872818770,2294417,1179,1250,3751030,광진구,0.8802395209580839,0.8942115768463075,24.728283958503898,15.137541293492683,7.07326971745971,20251,0,24.606794300567632,48595379948.54926,0.12148965793626587,1.1291776878398117,0.5917223461739689
20251,11215750,중곡2동,36852152218,1544913,1168,1254,4543938,광진구,0.9191616766467066,0.934131736526946,24.33017985873379,15.329304814997244,7.063903961472068,20251,0,24.305038942861575,35937204858.37551,0.02514091587221401,1.0254596138801053,0.3283756182402592
20251,11215760,중곡3동,16954461689,1025062,802,888,4981793,광진구,0.9580838323353292,0.9770459081836328,23.553796862683512,15.421300625093494,6.688354713946762,20251,0,23.719791555656094,20015875199.331383,-0.16599469297258196,0.8470507294912767,-0.1940488172280545
20251,11215770,중곡4동,30335020920,1422912,1007,1090,6520341,광진구,0.8532934131736527,0.8842315369261476,24.135568688005836,15.690437386514903,6.915723448631314,20251,0,24.418400431253055,40250989776.462845,-0.28283174324721827,0.7536465833130567,-0.5133955386496697
20251,11215780,능동,21420540907,821392,629,706,2121772,광진구,0.9461077844311376,0.9700598802395208,23.787616154121498,14.56776261788157,6.4457198193855785,20251,0,24.13529225853674,30326636585.163757,-0.34767610441524255,0.7063276155549425,-0.6906324176449197
20251,11215810,광장동,36883459158,1427717,1042,1159,6245796,광진구,0.8323353293413174,0.8542914171656687,24.33102902622006,15.647419315496487,6.949856455000773,20251,0,24.414688335103257,40101851211.88655,-0.0836593088831954,0.9197445515200408,0.030995677682845984
20251,11215820,자양1동,41308656795,2074696,1234,1359,7947689,광진구,0.6197604790419161,0.6307385229540917,24.444337922600116,15.888391878370289,7.118826249062078,20251,0,24.46283565500871,42079884263.709274,-0.018497732408594203,0.9816723006205034,0.20909959044779458
20251,11215830,자양2동,17716834570,845113,993,1078,5185483,광진구,0.9041916167664672,0.9121756487025948,23.597781130217964,15.461373741480216,6.901737206656574,20251,0,24.08996950764512,28982832463.114338,-0.49218837742715493,0.6112872022618125,-1.0856228807134485
20251,11215840,자양3동,37931046740,1713158,1225,1371,6697342,광진구,0.8922155688622755,0.9021956087824352,24.359035788918163,15.717221438543463,7.111512116496157,20251,0,24.55040387418409,45930897429.443375,-0.1913680852659283,0.8258285568721507,-0.2634010442928254
20251,11215847,자양4동,40624614862,1767758,1477,1589,8623849,광진구,0.9251497005988024,0.935129740518962,24.42763999725599,15.970042178658685,7.298445101508147,20251,0,24.610004215519922,48751617605.907524,-0.18236421826393112,0.8332977828632556,-0.23879108195258078
20251,11215850,구의1동,53883179421,1908220,1404,1536,6921656,광진구,0.8203592814371258,0.8313373253493014,24.710084196064592,15.750165749797121,7.247792581767846,20251,0,24.654167909416152,50952920169.89211,0.05591628664843995,1.0575091523967133,0.41249288870216044
20251,11215860,구의2동,27774276424,1243967,951,1049,5001578,광진구,0.8802395209580839,0.907185628742515,24.047376120827632,15.42526422054405,6.858565034791365,20251,0,24.092010852934294,29042056859.787373,-0.0446347321066618,0.9563467408004842,0.13766022132853156
20251,11215870,구의3동,113724355801,2786274,2256,2474,6334331,광진구,0.8413173652694611,0.8622754491017964,25.457043425862363,15.661494920242284,7.721791776817535,20251,0,25.28534684390803,95782596826.07907,0.17169658195433257,1.1873175249935994,0.7289512178387851
20251,11230545,제기동,894039100812,29319502,3081,3158,12098814,동대문구,0.997005988023952,0.999001996007984,27.519015348090786,16.308618071886837,8.033334015880062,20251,0,26.802402277031035,436651956730.22906,0.7166130710597507,2.0474867615544716,2.2183528574329787
20251,11230560,전농1동,45575021448,2245736,1950,2167,11785738,동대문구,1.0,1.0,24.542625628141856,16.282400799217093,7.576097340623111,20251,0,25.13456275281336,82376229293.94467,-0.5919371246715031,0.5532545230417598,-1.3582627267513203
20251,11230570,전농2동,13822069651,829252,597,679,2421804,동대문구,1.0,1.0,23.349532401815765,14.700023687880336,6.393590753950631,20251,0,23.20867297204046,12006007325.836597,0.14085942977530408,1.1512628033513927,0.6446650823774385
20251,11230600,답십리1동,35946225456,886218,1146,1272,6852442,동대문구,1.0,1.0,24.305289921359183,15.740115788992414,7.044905117129371,20251,0,24.477503101712976,42701637341.90719,-0.1722131803537934,0.8417996988776479,-0.21104559652643312
20251,11230610,답십리2동,28325299077,1306058,1620,1703,5747053,동대문구,0.997005988023952,0.999001996007984,24.067021202604383,15.564197933652451,7.390798521735676,20251,0,24.627363417980813,49605294947.860344,-0.5603422153764299,0.5710136207590834,-1.2719054396298286
20251,11230650,장안1동,170753079117,3329815,2615,2851,9016517,동대문구,0.9580838323353292,0.9800399201596806,25.863484368136625,16.014568786467514,7.86940171257709,20251,0,25.793179226080486,159160541712.97412,0.07030514205613869,1.0728354985429212,0.45182145604152085
20251,11230660,장안2동,94834085791,3820042,1973,2220,7591454,동대문구,0.9760479041916168,0.9850299401197604,25.275394736350993,15.842533830604534,7.587817219993427,20251,0,25.297005494459473,96905827606.15382,-0.0216107581084799,0.9786210812462814,0.2005908635617347
20251,11230705,청량리동,58726508978,2373296,1117,1179,6156023,동대문구,0.9820359281437124,0.9880239520958084,24.79615706284453,15.632941672568785,7.0192966537150445,20251,0,24.511830593498832,44192927127.07946,0.2843264693456966,1.3288666941913203,1.0367986445580641
20251,11230710,회기동,27511782092,1442273,912,1051,4394643,동대문구,0.9461077844311376,0.9520958083832336,24.03788018961029,15.295897084682988,6.816735880594968,20251,0,24.098805289363796,29240053143.795284,-0.06092509975350424,0.9408937103056524,0.09313431549178325
20251,11230720,휘경1동,18290434622,774883,687,763,5481169,동대문구,0.997005988023952,0.997005988023952,23.62964406194274,15.516829139785173,6.5337888379333435,20251,0,23.68956772823942,19419969479.1313,-0.059923666296679556,0.9418364246995805,0.09587149937657963
20251,11230730,휘경2동,14414472154,519744,562,629,4298752,동대문구,1.0,1.0,23.39149854960705,15.27383553860566,6.333279628139691,20251,0,23.318614554832056,13401259804.662464,0.07288399477499397,1.0756057537952535,0.458870146151891
20251,11230740,이문1동,24224908177,1816534,885,1017,8871536,동대문구,0.997005988023952,0.997005988023952,23.91064720433422,15.998358619995926,6.786716950605081,20251,0,23.684842685833317,19328425744.1446,0.22580451850090455,1.2533306383909073,0.8768425938913319
20251,11230750,이문2동,7812912283,481349,456,494,3613334,동대문구,0.994011976047904,0.996007984031936,22.77904362296852,15.100141726562171,6.124683390894205,20251,0,22.59830248136513,6521058075.334531,0.18074114160338794,1.1981049996398319,0.7536724040022387
20251,11260520,면목2동,22903368464,1150204,1071,1140,5438065,중랑구,0.9910179640718564,0.994011976047904,23.85454983123075,15.508934040915909,6.977281341630747,20251,0,23.70472037720665,19716474202.442333,0.14982945402409698,1.1616361134772717,0.6691825434755321
20251,11260540,면목4동,11562370630,732382,559,603,4713986,중랑구,0.9880239520958084,0.9890219560878244,23.17102175105209,15.366044604731517,6.327936783729195,20251,0,23.296630658356403,13109862654.566198,-0.1256089073043114,0.8819597073332265,-0.08366372778183431
20251,11260550,면목5동,8273380695,341299,444,484,2480651,중랑구,0.9730538922155688,0.9810379241516964,22.836309052776492,14.724031986813975,6.09807428216624,20251,0,22.521898128172683,6041378963.236966,0.31441092460380915,1.3694523626717052,1.1190274592178873
20251,11260565,면목본동,55856829524,3053571,1583,1696,9872097,중랑구,0.997005988023952,0.999001996007984,24.746057638333877,16.105222952144484,7.367708572374371,20251,0,24.67656413534336,52106947978.3653,0.06949350299051815,1.0719650966161296,0.44960303068779645
20251,11260570,면목7동,43871764040,1932226,936,1004,6235232,중랑구,0.9910179640718564,0.996007984031936,24.504536761961194,15.645726506085294,6.842683282238422,20251,0,24.066562259172855,28312302349.651493,0.4379745027883395,1.549565397338307,1.456759569773569
20251,11260575,면목3·8동,36669260715,1886835,1317,1443,6222944,중랑구,0.9850299401197604,0.992015968063872,24.325204658368282,15.643753825331356,7.183870715062453,20251,0,24.781432252037444,57868107652.31137,-0.456227593669162,0.6336696014896446,-0.9873324979464014
20251,11260580,상봉1동,12013728975,773318,830,931,4288335,중랑구,0.994011976047904,0.996007984031936,23.20931591410544,15.271409336871885,6.7226297948554485,20251,0,23.817893760253536,22079021918.576645,-0.6085778461480977,0.5441241473152395,-1.4037462427520182
20251,11260590,상봉2동,68655330252,2715188,1645,1822,7465868,중랑구,1.0,1.0,24.952364610035556,15.825852392093246,7.406103381237015,20251,0,24.9102083344173,65821234395.938835,0.04215627561825386,1.0430574704663398,0.37488312023499887
20251,11260600,중화1동,20037108563,885753,617,669,5053203,중랑구,1.0,1.0,23.720851819519716,15.43553305551532,6.42648845745769,20251,0,23.65827989834913,18821767792.78071,0.06257192117058707,1.0645710213620556,0.4306845073593597
20251,11260610,중화2동,34474655635,1730883,1214,1316,7738066,중랑구,1.0,1.0,24.263490271772408,15.861662472773215,7.102499355774649,20251,0,24.45775327247128,41866560749.78574,-0.19426300069887148,0.8234413101433565,-0.2713136178311864
20251,11260620,묵1동,37225200838,1237489,1040,1158,7146919,중랑구,0.9820359281437124,0.9860279441117764,24.340251810773925,15.782192052631702,6.947937068614969,20251,0,24.421294937592908,40367665299.11852,-0.08104312681898307,0.9221539210198727,0.03814639881868767
20251,11260630,묵2동,27459402528,1451645,913,979,5366575,중랑구,0.9910179640718564,0.996007984031936,24.035974479183544,15.495700646733932,6.81783057145415,20251,0,24.048448318437462,27804071907.266148,-0.012473839253917873,0.9876036366034547,0.22556449198902773
20251,11260655,망우본동,67816529431,2951336,1917,2132,11705390,중랑구,0.781437125748503,0.8103792415169662,24.940071799111273,16.275560062877208,7.559038255443384,20251,0,24.95362168526141,68741689435.4067,-0.013549886150137525,0.9865415003325453,0.2226233697371743
20251,11260660,망우3동,13020279806,768345,521,561,4040939,중랑구,0.5898203592814372,0.6427145708582834,23.289773964048912,15.211987896140434,6.257667587882639,20251,0,23.66798786230705,19005378637.855503,-0.37821389825813867,0.6850839467131585,-0.7741003271843572
20251,11260680,신내1동,33645585163,1386627,1229,1393,5031362,중랑구,0.8053892215568862,0.8502994011976049,24.239147685737425,15.431201479524127,7.114769448366463,20251,0,24.096182924999034,29163475521.502617,0.1429647607383906,1.1536891458013179,0.6504195116358691
20251,11260690,신내2동,33713218542,1526312,703,795,1670379,중랑구,0.7934131736526946,0.8073852295409182,24.241155839030135,14.328561703418702,6.556778356158042,20251,0,24.356157421840944,37822024242.51081,-0.11500158281080886,0.891364733041109,-0.054671089812176554
20251,11290525,성북동,27390044198,943507,988,1047,4161217,성북구,0.7365269461077845,0.7574850299401197,24.033445433911226,15.241318377844808,6.8966943316227125,20251,0,24.281990594917517,35118384137.02497,-0.24854516100629098,0.7799346374004419,-0.4196811937423364
20251,11290555,삼선동,59184644336,2603167,1456,1572,9868434,성북구,0.7694610778443114,0.8043912175648703,24.803927958990627,16.104851837540632,7.284134806195205,20251,0,24.660417591109084,51272356851.34927,0.14351036788154303,1.1543187785884375,0.6519108010165954
20251,11290575,동선동,61160167745,3030292,1713,1966,7805146,성북구,0.7155688622754491,0.7425149700598803,24.836761960743864,15.870293945835028,7.446585099157725,20251,0,24.836458549849585,61141613898.67178,0.0003034108942792102,1.0003034569280256,0.26048811368282515
20251,11290580,돈암1동,8887605501,210762,355,377,2348996,성북구,0.5538922155688623,0.5848303393213573,22.90792350283513,14.669498986501026,5.87493073085203,20251,0,22.679894258163944,7075431429.297918,0.22802924467118402,1.2561220598080052,0.8829233619941693
20251,11290600,안암동,38066857376,2612891,996,1210,6984288,성북구,0.874251497005988,0.8902195608782435,24.36260985539134,15.759173755943259,6.904750769961838,20251,0,24.386840445269268,39000505527.81158,-0.024230589877927144,0.9760606141080458,0.19343016681115277
20251,11290610,보문동,13164849386,634787,721,776,5524232,성북구,0.8982035928143712,0.9111776447105788,23.300816189419063,15.524654972201802,6.582025138892826,20251,0,23.486445303344468,15850157962.072187,-0.1856291139254047,0.8305815889975445,-0.24771490982074795
20251,11290660,길음1동,12710266100,508244,909,1040,6248781,성북구,0.6526946107784432,0.6796407185628742,23.26567585827794,15.647897122721009,6.813444599510896,20251,0,23.513036023568485,16277278634.533195,-0.2473601652905444,0.7808594044114001,-0.41644228540090866
20251,11290685,길음2동,19516531733,814776,1100,1212,5155699,성북구,0.6287425149700598,0.655688622754491,23.694527724583356,15.455613456709168,7.00397413672268,20251,0,23.742322627250818,20471973210.31886,-0.047794902667462225,0.9533292923206215,0.12902263500336736
20251,11290705,종암동,41286855160,1856378,1280,1430,10905824,성북구,0.7724550898203593,0.7784431137724551,24.44381000927917,16.20480760812631,7.155396301896734,20251,0,24.323761835046653,36616391600.0198,0.12004817423251524,1.1275511691866895,0.5877823879698428
20251,11290715,월곡1동,17064070014,891480,841,940,8383828,성북구,0.6856287425149701,0.6926147704590818,23.560240921189557,15.941815289342593,6.7357800142423265,20251,0,23.65558906224067,18771189579.735176,-0.09534814105111167,0.909056399516729,-0.0009530082973058854
20251,11290725,월곡2동,25584775916,1222218,989,1131,6196374,성북구,0.8562874251497006,0.8772455089820359,23.965263320791063,15.63947500160547,6.897704943128636,20251,0,24.194834785564513,32187202915.99512,-0.22957146477344992,0.7948741610997796,-0.36782103747371475
20251,11290760,장위1동,10211016955,624335,661,723,6820967,성북구,0.6077844311377245,0.6147704590818363,23.046733068080574,15.735511955231628,6.495265555937008,20251,0,23.279862754895518,12891870486.565886,-0.2331296868149444,0.7920508482954821,-0.37754660432404513
20251,11290770,장위2동,13336976623,596193,669,706,4592065,성북구,0.937125748502994,0.9510978043912176,23.31380621186713,15.33984058970055,6.507277712385012,20251,0,24.236821913959744,33567424138.167336,-0.9230157020926129,0.3973190366977069,-2.263188501442125
20251,11290780,장위3동,10782406365,238802,389,443,3151390,성북구,0.8952095808383234,0.8972055888223552,23.10118160256264,14.963354500632423,5.966146739123692,20251,0,22.59174147339766,6478413410.309212,0.5094401291649788,1.6643591080250868,1.6520941269544966
20251,11290810,석관동,38744034038,1610789,1310,1452,10476790,성북구,0.9850299401197604,0.9880239520958084,24.380242620608794,16.1646729876776,7.1785454837637,20251,0,24.578572358540885,47243095750.164955,-0.19832973793209163,0.8200993906684179,-0.282429091897498
20251,11305535,미아동,44798863706,2122882,1175,1289,7787209,강북구,0.5688622754491018,0.6017964071856288,24.525448612362652,15.867993202219122,7.069874128458572,20251,0,24.4427050996635,41241262109.470314,0.08274351269915314,1.0862631601110178,0.48581882995105224
