area_code,area_name,area_type_name,admin_code,admin_name,district_name,overlap_m2,area_m2,overlap_share
3110008,배화여자대학교(박노수미술관),골목상권,11110530,사직동,종로구,38011.303221662936,149264.36523757543,0.2546575879726052
3110009,자하문터널,골목상권,11110550,부암동,종로구,177296.13825719096,178305.67527672823,0.9943381666457308
3110009,자하문터널,골목상권,11110515,청운효자동,종로구,1009.5370195372773,178305.67527672823,0.005661833354269224
3110010,평창동서측,골목상권,11110560,평창동,종로구,368077.7561377074,369415.18976851064,0.9963795922099431
3110010,평창동서측,골목상권,11110550,부암동,종로구,1337.4336308035643,369415.18976851064,0.003620407790057713
3110011,청운초등학교,골목상권,11110515,청운효자동,종로구,26912.815332461527,26912.815332461523,1.0000000000000002
3110012,성곡미술관,골목상권,11110530,사직동,종로구,124347.66686806065,124347.66686806065,1.0
3110013,체부동홍종문가옥,골목상권,11110530,사직동,종로구,17064.3588498772,17064.3588498772,1.0
3110014,경복고등학교,골목상권,11110515,청운효자동,종로구,63410.64517417155,63410.64517417158,0.9999999999999996
3110015,청와대사랑채,골목상권,11110515,청운효자동,종로구,69398.95954118522,69398.95954118522,1.0
3110016,평창동동측,골목상권,11110560,평창동,종로구,522818.409091168,522818.40909116773,1.0000000000000007
3110017,정독도서관,골목상권,11110600,가회동,종로구,56651.34351426661,83855.15748324657,0.6755856790989271
3110017,정독도서관,골목상권,11110540,삼청동,종로구,27203.81396897998,83855.15748324657,0.32441432090107314
3110018,중앙고등학교,골목상권,11110600,가회동,종로구,166834.87320934114,166872.17516396183,0.9997764639036794
3110018,중앙고등학교,골목상권,11110615,종로1·2·3·4가동,종로구,37.301954620713516,166872.17516396183,0.0002235360963208044
3110019,창덕궁,골목상권,11110615,종로1·2·3·4가동,종로구,40998.84967299446,40998.849672994496,0.9999999999999991
3110020,서울국제고등학교,골목상권,11110650,혜화동,종로구,133227.44441579827,133691.5056702134,0.9965288650756925
3110020,서울국제고등학교,골목상권,11290525,성북동,성북구,464.0612544163707,133691.5056702134,0.0034711349243167658
3110021,성균관대학교,골목상권,11110650,혜화동,종로구,74674.03683739177,77655.4493769536,0.9616071690591923
3110021,성균관대학교,골목상권,11110615,종로1·2·3·4가동,종로구,2981.412539562144,77655.4493769536,0.03839283094081174
3110022,경신고등학교,골목상권,11110650,혜화동,종로구,59939.52872028513,60181.73051710444,0.9959754929820359
3110022,경신고등학교,골목상권,11290525,성북동,성북구,242.20179681908678,60181.73051710444,0.004024507017960373
3110023,서울대병원,골목상권,11110640,이화동,종로구,15968.9220025438,15968.9220025438,1.0
3110024,혜회동주민센터,골목상권,11110650,혜화동,종로구,52849.80148667275,52849.80148667273,1.0000000000000004
3110025,충신시장옆,골목상권,11110630,종로5·6가동,종로구,39183.732242359016,39183.73224235902,0.9999999999999998
3110026,종로5가역 4번,골목상권,11110630,종로5·6가동,종로구,16485.206266789166,16485.20626678917,0.9999999999999998
3110027,혜화역 1번,골목상권,11110640,이화동,종로구,108567.56448757267,117673.26367582813,0.9226187928862051
3110027,혜화역 1번,골목상권,11110650,혜화동,종로구,9105.699188255989,117673.26367582813,0.07738120711379944
3110028,이화달팽이길,골목상권,11110640,이화동,종로구,81883.9032970882,159123.8012751632,0.5145924282910468
3110028,이화달팽이길,골목상권,11110630,종로5·6가동,종로구,77226.3067004924,159123.8012751632,0.4853221584805506
3110028,이화달팽이길,골목상권,11110680,창신2동,종로구,13.591277582570847,159123.8012751632,8.541322840238256e-05
3110029,동대문역 1번,골목상권,11110680,창신2동,종로구,110543.20278162259,153229.9747032364,0.7214202247028615
3110029,동대문역 1번,골목상권,11110690,창신3동,종로구,18519.964584095356,153229.9747032364,0.12086384938693195
3110029,동대문역 1번,골목상권,11110670,창신1동,종로구,12370.960718810938,153229.9747032364,0.08073460002045964
3110029,동대문역 1번,골목상권,11110640,이화동,종로구,11795.846618707723,153229.9747032364,0.07698132588974826
3110030,동대문역 3번,골목상권,11110680,창신2동,종로구,5987.140424949964,9160.97757270536,0.653548202408914
3110030,동대문역 3번,골목상권,11110670,창신1동,종로구,3173.8371477552887,9160.97757270536,0.3464517975910743
3110031,창신역 1번,골목상권,11110690,창신3동,종로구,25439.938188736964,32877.52954008258,0.773778886206213
