area_code,study_room_store_count,minimum_period_ratio,cafe_store_count_2025,area_km2,study_cafe_inside_count,starbucks_inside_count,poi_public_library_inside_count,poi_reading_room_inside_count,poi_university_learning_facility_inside_count,poi_youth_space_inside_count,study_public_inside_count,study_public_nearby_only_count,study_room_per_km2,cafe_store_per_km2_2025,study_cafe_per_km2,starbucks_per_km2,study_public_inside_per_km2,study_public_nearby_only_per_km2,study_room_percentile,cafe_supply_percentile,study_cafe_percentile,starbucks_percentile,study_public_inside_percentile,study_public_nearby_only_percentile,study_public_percentile,access_percentile,study_stay_current_score,study_stay_current_rank,poi_snapshot_date,public_facility_snapshot_date,historical_2025_use_allowed,poi_source
3130115,2.0,0.8143712574850299,5.0,0.07824920851606992,0.0,0.0,0,0,0,0,0,1,25.559363959435615,63.89840989858904,0.0,0.0,0.0,12.779681979717807,83.58778625954199,37.02290076335878,37.02290076335878,40.903307888040715,0.0,28.517110266159694,5.7034220532319395,50.63613231552163,39.49310171344537,411,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110020,1.0,0.6227544910179641,6.0,0.1335911076583044,0.0,0.0,1,0,0,0,1,1,7.485528172711705,44.91316903627023,0.0,0.0,7.485528172711705,7.485528172711705,61.704834605597966,23.791348600508904,37.02290076335878,40.903307888040715,46.846846846846844,12.927756653992395,40.06302880827596,34.096692111959285,39.44390347157885,412,2026-09-18,2026-09-21,False,Kakao Local keyword search
3120042,0.0,0.6407185628742516,11.0,0.08708909494586937,0.0,1.0,0,0,0,0,0,1,0.0,126.30743271401661,0.0,11.482493883092419,0.0,11.482493883092419,27.417302798982192,68.57506361323156,37.02290076335878,92.74809160305344,0.0,25.475285171102662,5.095057034220533,36.06870229007634,39.40641598699678,413,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110530,1.0,0.5179640718562875,1.0,0.017459651772416533,0.0,0.0,0,0,0,0,0,1,57.274910922326676,57.274910922326676,0.0,0.0,0.0,57.274910922326676,93.89312977099237,31.679389312977097,37.02290076335878,40.903307888040715,0.0,80.41825095057035,16.08365019011407,20.610687022900763,39.31087762072002,414,2026-09-18,2026-09-21,False,Kakao Local keyword search
3130083,0.0,0.9580838323353292,5.0,0.04171866935391503,0.0,0.0,0,0,0,0,0,2,0.0,119.85041894752528,0.0,0.0,0.0,47.940167579010115,27.417302798982192,66.66666666666666,37.02290076335878,40.903307888040715,0.0,74.7148288973384,14.942965779467682,69.27480916030534,39.2258705095831,415,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110430,0.0,0.5329341317365269,3.0,0.011176512158722273,0.0,0.0,0,0,0,0,0,2,0.0,268.4200542526827,0.0,0.0,0.0,178.94670283512178,27.417302798982192,92.23918575063614,37.02290076335878,40.903307888040715,0.0,96.00760456273764,19.20152091254753,21.692111959287534,39.155189678692714,416,2026-09-18,2026-09-21,False,Kakao Local keyword search
3120218,1.0,0.3413173652694611,14.0,0.14528505027069485,0.0,2.0,0,0,0,0,0,1,6.8830206420881,96.3622889892334,0.0,13.7660412841762,0.0,6.8830206420881,60.17811704834606,56.10687022900763,37.02290076335878,94.78371501272265,0.0,11.02661596958175,2.20532319391635,6.361323155216285,39.10518677618784,417,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110170,0.0,0.9041916167664672,6.0,0.1206341565886115,0.0,0.0,1,0,0,0,1,2,0.0,49.737157117625436,0.0,0.0,8.289526186270907,16.579052372541813,27.417302798982192,26.590330788804074,37.02290076335878,40.903307888040715,52.25225225225225,36.69201520912547,49.1402048436269,59.478371501272264,39.07422417483225,418,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110141,0.0,0.9820359281437124,7.0,0.06740669136572976,0.0,0.0,0,0,0,0,0,3,0.0,103.84725697364328,0.0,0.0,0.0,44.50596727441855,27.417302798982192,61.06870229007634,37.02290076335878,40.903307888040715,0.0,72.43346007604563,14.486692015209128,76.78117048346056,39.045557232558366,419,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110587,1.0,0.4071856287425149,9.0,0.07657196261380796,0.0,0.0,0,0,0,0,0,2,13.059610409145677,117.53649368231109,0.0,0.0,0.0,26.119220818291353,71.2468193384224,65.77608142493638,37.02290076335878,40.903307888040715,0.0,52.661596958174904,10.532319391634982,11.83206106870229,39.04030611751275,420,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110328,0.0,0.8502994011976048,4.0,0.08823009346979889,0.0,0.0,1,0,0,0,1,0,0.0,45.3360054681252,0.0,0.0,11.3340013670313,0.0,27.417302798982192,24.045801526717558,37.02290076335878,40.903307888040715,66.66666666666666,0.0,53.33333333333333,54.4529262086514,39.028625954198475,421,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110539,0.0,0.7125748502994012,12.0,0.048016073623209296,0.0,0.0,0,0,0,0,0,1,0.0,249.91631123706912,0.0,0.0,0.0,20.82635926975576,27.417302798982192,91.6030534351145,37.02290076335878,40.903307888040715,0.0,43.346007604562736,8.669201520912548,42.43002544529262,39.02709730163798,422,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110096,0.0,0.874251497005988,9.0,0.05003072483617861,0.0,0.0,0,0,0,0,0,1,0.0,179.88945851713603,0.0,0.0,0.0,19.987717613015114,27.417302798982192,82.1882951653944,37.02290076335878,40.903307888040715,0.0,41.825095057034225,8.365019011406845,56.80661577608143,38.9917060923577,423,2026-09-18,2026-09-21,False,Kakao Local keyword search
3120066,0.0,0.994011976047904,30.0,0.44973044303281773,0.0,1.0,0,0,0,1,1,0,0.0,66.7066249678162,0.0,2.2235541655938733,2.2235541655938733,0.0,27.417302798982192,39.44020356234097,37.02290076335878,81.93384223918575,5.405405405405405,0.0,4.324324324324325,87.91348600508906,38.98509387249845,424,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110261,1.0,0.9910179640718564,7.0,0.10941845433331165,0.0,0.0,0,0,0,0,0,0,9.139226157900106,63.97458310530074,0.0,0.0,0.0,0.0,64.3765903307888,37.150127226463106,37.02290076335878,40.903307888040715,0.0,0.0,0.0,85.36895674300254,38.963104325699746,425,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110377,1.0,0.625748502994012,3.0,0.035608076477739635,0.0,0.0,0,0,0,0,0,0,28.08351640744058,84.25054922232174,0.0,0.0,0.0,0.0,85.36895674300254,50.0,37.02290076335878,40.903307888040715,0.0,0.0,0.0,34.478371501272264,38.95038167938932,426,2026-09-18,2026-09-21,False,Kakao Local keyword search
3130079,0.0,0.9820359281437124,1.0,0.011031152912278144,0.0,0.0,0,0,0,0,0,2,0.0,90.65235591893186,0.0,0.0,0.0,181.30471183786372,27.417302798982192,53.81679389312977,37.02290076335878,40.903307888040715,0.0,96.1977186311787,19.23954372623574,76.78117048346056,38.908341315221705,427,2026-09-18,2026-09-21,False,Kakao Local keyword search
3110013,0.0,0.6916167664670658,3.0,0.01705162777868179,0.0,0.0,0,0,0,0,0,1,0.0,175.9362823853478,0.0,0.0,0.0,58.645427461782596,27.417302798982192,81.42493638676844,37.02290076335878,40.903307888040715,0.0,81.36882129277566,16.273764258555133,41.030534351145036,38.881343182499826,428,2026-09-18,2026-09-21,False,Kakao Local keyword search
