area_code,area_km2,study_cafe_inside_count,starbucks_inside_count
3130047,0.010167326925405298,0.0,0.0
3130048,0.0086260833999182,0.0,0.0
3130049,0.010188545673888431,0.0,0.0
3130050,0.014428724535415088,0.0,0.0
3130051,0.06016056552950252,1.0,0.0
3130052,0.06994934560193773,0.0,0.0
3130053,0.04218036987519617,0.0,0.0
3130054,0.07282888233672126,1.0,0.0
3130055,0.03967925007890661,0.0,0.0
3130056,0.040216140366822986,0.0,0.0
3130058,0.007480199924228346,0.0,0.0
3130059,0.03326514776454901,0.0,0.0
3130061,0.010564983893326836,0.0,0.0
3130062,0.010497810892428487,0.0,0.0
3130063,0.015012189006012411,0.0,0.0
3130064,0.011265528629082255,0.0,0.0
3130065,0.06928555784502749,0.0,0.0
3130066,0.08094613041540749,0.0,0.0
3130067,0.08662922334450569,1.0,1.0
3130068,0.2181374413035573,0.0,0.0
3130069,0.023225526430039407,1.0,0.0
3130070,0.05612368154856816,3.0,0.0
3130071,0.01065084235743541,0.0,0.0
3130072,0.11797510345261936,0.0,0.0
3130073,0.021439499110221655,0.0,0.0
3130074,0.014250244356726555,0.0,0.0
3130075,0.010807267435622507,0.0,0.0
3130076,0.028967695442343275,0.0,0.0
3130077,0.005324414219522292,0.0,0.0
3130078,0.01860142090392756,0.0,0.0
3130079,0.011031152912278144,0.0,0.0
3130080,0.00615548426721937,0.0,0.0
3130081,0.04365446191767795,0.0,0.0
3130082,0.007786778136126961,0.0,0.0
3130083,0.04171866935391503,0.0,0.0
3130084,0.016168326025760404,0.0,0.0
3130085,0.005522800639046344,0.0,0.0
3130086,0.16518774621661542,0.0,0.0
3130087,0.020959823089815255,0.0,0.0
3130088,0.02130648411614167,0.0,1.0
3130089,0.030304937375497085,0.0,0.0
3130090,0.024330536050559383,0.0,0.0
3130091,0.045643657120484196,0.0,0.0
3130092,0.03245192323492387,0.0,0.0
3130093,0.004575847247306945,0.0,0.0
3130094,0.028275397313688992,0.0,0.0
3130095,0.030865502661954175,0.0,0.0
3130096,0.00661191417680002,0.0,0.0
3130097,0.05190333141375487,0.0,0.0
3130098,0.03218701022704083,2.0,1.0
3130099,0.021792485844239675,0.0,0.0
3130100,0.022172358939475254,0.0,0.0
3130101,0.018329514123558946,0.0,0.0
3130102,0.007285733790647945,0.0,0.0
3130103,0.011613241111562462,0.0,0.0
3130104,0.026427680805500176,0.0,0.0
3130105,0.02684609806316897,0.0,0.0
3130106,0.050429386298821814,1.0,0.0
3130107,0.007880529390676324,0.0,0.0
3130108,0.004439371397706635,0.0,0.0
3130109,0.028977602490796363,0.0,0.0
3130110,0.06000692502994424,1.0,0.0
3130111,0.09078013769750387,0.0,0.0
3130112,0.059068308729572444,0.0,0.0
3130113,0.005812294474232502,0.0,0.0
3130114,0.005779963689191938,0.0,0.0
3130115,0.07824920851606992,0.0,0.0
3130116,0.004104461565128245,0.0,0.0
3130120,0.020316283164889117,1.0,0.0
3130121,0.007940134527121268,0.0,0.0
3130122,0.006745663126614824,0.0,0.0
3130123,0.012751997219515247,0.0,0.0
3130124,0.007420005026115823,0.0,0.0
3130125,0.058843710278214646,0.0,0.0
3130126,0.0073211567894353015,0.0,0.0
3130127,0.007872716376623573,0.0,0.0
3130128,0.04813828160144479,0.0,0.0
3130132,0.047528365125527015,1.0,0.0
3130135,0.030735001585916067,0.0,0.0
3130136,0.010952189482341375,0.0,0.0
3130137,0.036994570784425015,0.0,0.0
3130138,0.0020636943758129433,0.0,0.0
3130139,0.07484393375036176,0.0,0.0
3130140,0.032425444004052284,0.0,0.0
3130141,0.03027077729041558,0.0,0.0
3130142,0.004205482998703797,0.0,0.0
3130143,0.020226966852031396,0.0,0.0
3130145,0.032395781653359136,0.0,0.0
3130146,0.1089117449194538,1.0,0.0
3130147,0.03383106241029058,0.0,0.0
3130148,0.04251358652287834,0.0,0.0
3130151,0.008478993762514585,0.0,0.0
3130152,0.024415596242598047,0.0,0.0
3130153,0.0336021646911002,0.0,0.0
3130154,0.0067532905086906386,0.0,0.0
3130155,0.008509890798930893,1.0,0.0
3130156,0.015752202457044832,1.0,0.0
3130157,0.0524224874815248,0.0,0.0
3130158,0.011931344377457275,0.0,0.0
3130159,0.057675346182006974,0.0,0.0
3130175,0.006142734763671855,0.0,1.0
3130176,0.018517331882315403,0.0,0.0
3130177,0.022759028004566098,0.0,0.0
3130178,0.007520408688330921,1.0,0.0
3130179,0.05559635094114561,6.0,1.0
3130181,0.045781967492588775,0.0,0.0
3130182,0.04177195887730361,0.0,0.0
3130194,0.05415753427953347,0.0,0.0
3130195,0.10180414650478603,1.0,0.0
3130196,0.007420166239188095,0.0,0.0
3130197,0.009693993372029903,0.0,0.0
3130198,0.027650359407951856,0.0,0.0
3130302,0.00395795560259518,0.0,0.0
3130303,0.039067900726359225,0.0,0.0
3130311,0.07931441846123673,5.0,0.0
3130313,0.14353333037191937,0.0,0.0
3130314,0.12071906869134817,0.0,0.0
3130318,0.05652020280040005,0.0,0.0
3130319,0.0316259852956876,0.0,0.0
3130320,0.03717188238557181,0.0,0.0
3130321,0.03845753428719288,0.0,0.0
3130323,0.03658494345309178,0.0,0.0
3130324,0.029440728577759298,0.0,0.0
3130325,0.02752560012558005,1.0,0.0
3130327,0.036185633622523375,0.0,0.0
