quarter,area_code,purpose,area_name,area_type_name,primary_admin_name,primary_district_name,ratio_08,ratio_14,ratio_19,minimum_period_ratio,mean_period_ratio,access_tier,purpose_store_count,purpose_sales_amount,purpose_time_fit_amount,purpose_store_share,purpose_sales_share,purpose_time_fit_share,store_count_percentile,store_share_percentile,sales_amount_percentile,sales_share_percentile,time_fit_percentile,purpose_supply_score,current_sales_signal,lagged_sales_signal,path_v0_score,purpose_rank,source_year,source_dataset,mapping_method,purpose_industry_scope,historical_2025_use_allowed
20254,3110251,공부,장안중학교,골목상권,중화1동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,19.0,34260244.0,14955640.0,0.1919191919191919,0.0313017218496819,0.4365304578683094,76.0178117048346,88.04071246819338,58.14249363867684,69.3384223918575,67.68447837150127,80.22582697201017,63.32697201017811,57.85623409669212,73.51494910941474,179.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110252,공부,장안제일시장,골목상권,면목5동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,7.0,120105067.0,61636641.0,0.0546875,0.0488197233129772,0.5131893477899646,43.765903307888046,37.659033078880405,67.8117048346056,74.55470737913485,75.31806615776081,41.628498727735376,71.37404580152672,69.529262086514,49.99872773536896,398.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110253,공부,중곡초등학교,골목상권,면목4동,중랑구,0.9910179640718564,0.9880239520958084,0.9880239520958084,0.9880239520958084,0.9890219560878244,core_80pct_all_periods,17.0,93915292.0,54874199.0,0.1504424778761062,0.0367725651960851,0.5842946109351393,72.90076335877863,79.64376590330788,65.01272264631042,70.73791348600508,82.1882951653944,75.26081424936388,70.73791348600508,77.00381679389314,75.78371501272265,152.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110254,공부,오거리공원,골목상권,면목4동,중랑구,1.0,0.9910179640718564,0.997005988023952,0.9910179640718564,0.996007984031936,core_80pct_all_periods,25.0,397603259.0,235791593.0,0.1366120218579235,0.0784792046121539,0.5930323448379984,82.3791348600509,76.20865139949109,79.77099236641222,80.40712468193384,82.82442748091603,80.21946564885496,80.69338422391857,78.81679389312977,79.7986641221374,105.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110255,공부,상봉역 4번,골목상권,상봉2동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,11.0,21925225.0,5954999.0,0.0488888888888888,0.0025547128443629,0.2716049208160919,58.9058524173028,33.078880407124686,54.834605597964384,53.9440203562341,54.4529262086514,49.86641221374045,54.516539440203566,55.00954198473282,51.40935114503816,385.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110256,공부,면목2동체육관,골목상권,면목2동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,10.0,82916303.0,38408803.0,0.0558659217877094,0.012330087247785,0.4632237763905127,55.534351145038165,38.295165394402034,63.61323155216285,62.97709923664122,70.73791348600508,49.50063613231552,65.235368956743,59.66921119592875,52.551208651399484,374.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110257,공부,상봉역 7번,골목상권,상봉1동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,6.0,0.0,0.0,0.073170731707317,0.0,0.0,39.24936386768448,49.4910941475827,24.61832061068702,24.61832061068702,25.19083969465649,42.833969465648856,24.76145038167939,24.236641221374047,37.25477099236641,510.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110258,공부,면동초등학교,골목상권,면목본동,중랑구,1.0,0.997005988023952,1.0,0.997005988023952,0.999001996007984,core_80pct_all_periods,9.0,20618726.0,2023527.0,0.0957446808510638,0.0108364992104631,0.0981402536703771,51.78117048346056,62.34096692111959,54.4529262086514,61.704834605597966,50.89058524173028,55.47709923664122,55.37531806615776,55.69338422391857,55.54198473282443,348.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110259,공부,사가정역 1번,골목상권,면목3·8동,중랑구,1.0,0.9910179640718564,0.997005988023952,0.9910179640718564,0.996007984031936,core_80pct_all_periods,5.0,0.0,0.0,0.032051282051282,0.0,0.0,33.778625954198475,22.900763358778622,24.61832061068702,24.61832061068702,25.19083969465649,29.97137404580153,24.76145038167939,60.75063613231553,39.20515267175573,493.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110260,공부,면목역 3번,골목상권,면목본동,중랑구,1.0,1.0,1.0,1.0,1.0,core_80pct_all_periods,18.0,147995324.0,61752374.0,0.174757281553398,0.0613835154106734,0.4172589533977438,74.36386768447836,85.43256997455471,70.73791348600508,77.2264631043257,65.13994910941476,78.23791348600508,70.96055979643766,75.38167938931298,77.38104325699746,131.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
