area_code,area_name,primary_district_name,minimum_period_ratio,access_tier,study_stay_current_score,study_stay_current_rank,study_public_inside_count,study_public_nearby_only_count,study_cafe_inside_count,movement_inflow_commute,movement_inflow_hospital,movement_inflow_other,movement_inflow_return_home,movement_inflow_school,movement_inflow_shopping,movement_inflow_tourism,movement_inflow_total,movement_school_share,movement_nonroutine_share,movement_commute_return_share,integration_segment,study_score_q75,movement_school_share_q75,movement_context_usage
3110321,동덕여대,성북구,0.7485029940119761,base_50pct_all_periods,37.57992289012084,459,0,2,0.0,26089.935196157352,0.0,114359.61761693418,126302.88997340192,7608.898869053724,0.0,0.0,274361.3416555472,0.02773313041531368,0.44455430838035437,0.5554456916196455,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130050,청평화시장,중구,0.9910179640718564,core_80pct_all_periods,37.429137762555754,460,0,1,0.0,13562.175503363093,0.0,55257.0038655776,15150.442524829468,1482.1002266650808,0.0,1667.915926013531,87119.63804644877,0.017012240407551775,0.6704231253476498,0.3295768746523501,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130095,청량리전통시장,동대문구,1.0,core_80pct_all_periods,37.3823155216285,461,0,0,0.0,15087.159235811117,0.0,58728.450453068755,42030.03598461069,1155.6299261649092,0.0,0.0,117001.27559965548,0.009877071170737835,0.5118241666367781,0.48817583336322184,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130114,유영시장,중랑구,0.6377245508982036,base_50pct_all_periods,37.26781170483461,462,0,0,0.0,9839.069617725054,0.0,30227.964853444537,77079.66344018528,2149.66405340528,0.0,0.0,119296.36196476016,0.018019527318362694,0.2714049982212709,0.728595001778729,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130116,동성타워프라자,중랑구,0.5868263473053892,base_50pct_all_periods,37.17875318066158,463,0,0,0.0,39761.55840911975,0.0,131877.10305321647,123336.08796746434,3185.3986844257765,0.0,0.0,298160.14811422635,0.01068351590436371,0.452986432264245,0.5470135677357549,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130127,석관시장,성북구,0.9790419161676648,core_80pct_all_periods,37.146946564885496,464,0,0,0.0,12575.281357708554,0.0,60297.970735694624,69981.87231274575,1998.2709172325408,0.0,0.0,144853.39532338144,0.013795126533081624,0.4300640762603626,0.5699359237396376,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110211,전곡마을마당공원,동대문구,1.0,core_80pct_all_periods,37.10559796437659,465,0,0,0.0,29305.540132820825,0.0,149353.80363323682,91244.18328904088,1978.1485007393683,7284.685915855994,0.0,279166.36147169385,0.007085912823848382,0.5420851972859221,0.4318203768761907,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110074,서울역 12번,용산구,0.7365269461077845,base_50pct_all_periods,37.06562563492294,466,0,1,0.0,58873.7861059581,0.0,256049.59326646163,42068.43092767473,417.61482381532625,540.6435064645608,19.575804293784675,357969.6444346682,0.001166620774437045,0.716504284321743,0.2819854102239539,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130025,삼익패션타운(남대문시장),중구,0.7994011976047904,base_50pct_all_periods,37.04832912470129,467,0,1,0.0,116334.92602816226,0.0,210767.83781633552,10601.766329187722,131.9780041363959,13661.963046032099,494.6770129672754,351993.14823682135,0.00037494481014045466,0.6005642265832196,0.36062262289249686,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110259,사가정역 1번,중랑구,0.9910179640718564,core_80pct_all_periods,37.026081424936386,468,0,0,0.0,27479.566909795987,0.0,110160.82756869617,102797.60457761471,4764.3192587684525,0.0,0.0,245202.3183148753,0.019430155846448305,0.4686951885988455,0.5313048114011546,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
